instance;scenario;node;xcoor;ycoor;service;early;late
C105S15;6;57;40.00;15.00;5.00;162.00;222.00
C105S15;6;64;48.00;30.00;5.00;22.00;82.00
C105S15;6;77;88.00;30.00;5.00;113.00;173.00
C105S15;7;7;40.00;66.00;5.00;161.00;221.00
C105S15;7;9;38.00;70.00;5.00;77.00;137.00
C105S15;7;13;22.00;75.00;5.00;175.00;235.00
C105S15;7;15;20.00;80.00;5.00;49.00;109.00
C105S15;7;27;23.00;52.00;5.00;130.00;190.00
C105S15;7;36;5.00;45.00;5.00;19.00;79.00
C105S15;7;42;33.00;32.00;5.00;114.00;174.00
C105S15;7;48;28.00;30.00;5.00;119.00;179.00
C105S15;7;49;28.00;35.00;5.00;167.00;227.00
C105S15;7;70;95.00;30.00;5.00;176.00;236.00
C105S15;7;77;88.00;30.00;5.00;25.00;85.00
C105S15;7;89;63.00;58.00;5.00;43.00;103.00
C105S15;7;90;60.00;55.00;5.00;163.00;223.00
C105S15;7;100;55.00;85.00;5.00;90.00;150.00
C105S15;8;12;25.00;85.00;5.00;118.00;178.00
C105S15;8;14;22.00;85.00;5.00;167.00;227.00
C105S15;8;19;15.00;80.00;5.00;168.00;228.00
C105S15;8;20;30.00;50.00;5.00;35.00;95.00
C105S15;8;27;23.00;52.00;5.00;118.00;178.00
C105S15;8;34;8.00;45.00;5.00;14.00;74.00
C105S15;8;47;30.00;35.00;5.00;135.00;195.00
C105S15;8;49;28.00;35.00;5.00;81.00;141.00
C105S15;8;50;26.00;32.00;5.00;61.00;121.00
C105S15;8;61;50.00;30.00;5.00;52.00;112.00
C105S15;8;70;95.00;30.00;5.00;49.00;109.00
C105S15;8;94;65.00;82.00;5.00;54.00;114.00
C105S15;8;97;60.00;85.00;5.00;132.00;192.00
C105S15;9;3;42.00;66.00;5.00;76.00;136.00
C105S15;9;38;0.00;40.00;5.00;24.00;84.00
C105S15;9;39;0.00;45.00;5.00;176.00;236.00
C105S15;9;44;32.00;30.00;5.00;28.00;88.00
C105S15;9;50;26.00;32.00;5.00;165.00;225.00
C105S15;9;71;95.00;35.00;5.00;69.00;129.00
C105S15;9;77;88.00;30.00;5.00;69.00;129.00
C105S15;9;89;63.00;58.00;5.00;33.00;93.00
C105S15;9;99;55.00;80.00;5.00;92.00;152.00
C105S20;0;6;40.00;69.00;5.00;11.00;71.00
C105S20;0;12;25.00;85.00;5.00;96.00;156.00
C105S20;0;33;8.00;40.00;5.00;12.00;72.00
C105S20;0;43;33.00;35.00;5.00;19.00;79.00
C105S20;0;83;72.00;55.00;5.00;144.00;204.00
C105S20;0;95;62.00;80.00;5.00;27.00;87.00
C105S20;1;28;23.00;55.00;5.00;159.00;219.00
C105S20;1;32;10.00;40.00;5.00;98.00;158.00
C105S20;1;35;5.00;35.00;5.00;98.00;158.00
C105S20;1;45;30.00;30.00;5.00;102.00;162.00
C105S20;1;75;45.00;65.00;5.00;129.00;189.00
C105S20;1;97;60.00;85.00;5.00;161.00;221.00
C105S20;1;100;55.00;85.00;5.00;82.00;142.00
C105S20;2;3;42.00;66.00;5.00;43.00;103.00
C105S20;2;11;35.00;69.00;5.00;101.00;161.00
C105S20;2;19;15.00;80.00;5.00;151.00;211.00
C105S20;2;49;28.00;35.00;5.00;64.00;124.00
C105S20;2;51;25.00;30.00;5.00;142.00;202.00
C105S20;2;79;87.00;30.00;5.00;52.00;112.00
C105S20;3;6;40.00;69.00;5.00;118.00;178.00
C105S20;3;10;35.00;66.00;5.00;151.00;211.00
C105S20;3;25;25.00;52.00;5.00;85.00;145.00
C105S20;3;32;10.00;40.00;5.00;92.00;152.00
C105S20;3;52;25.00;35.00;5.00;138.00;198.00
C105S20;3;75;45.00;65.00;5.00;33.00;93.00
C105S20;3;90;60.00;55.00;5.00;146.00;206.00
C105S20;3;91;60.00;60.00;5.00;166.00;226.00
C105S20;4;21;30.00;52.00;5.00;132.00;192.00
C105S20;4;32;10.00;40.00;5.00;122.00;182.00
C105S20;4;34;8.00;45.00;5.00;110.00;170.00
C105S20;4;35;5.00;35.00;5.00;38.00;98.00
C105S20;4;38;0.00;40.00;5.00;20.00;80.00
C105S20;4;57;40.00;15.00;5.00;30.00;90.00
C105S20;4;97;60.00;85.00;5.00;39.00;99.00
C105S20;4;99;55.00;80.00;5.00;99.00;159.00
C105S20;5;14;22.00;85.00;5.00;30.00;90.00
C105S20;5;29;20.00;50.00;5.00;139.00;199.00
C105S20;5;61;50.00;30.00;5.00;158.00;218.00
C105S20;5;86;66.00;55.00;5.00;63.00;123.00
C105S20;6;29;20.00;50.00;5.00;19.00;79.00
C105S20;6;59;38.00;15.00;5.00;20.00;80.00
C105S20;6;61;50.00;30.00;5.00;95.00;155.00
C105S20;6;65;48.00;40.00;5.00;44.00;104.00
C105S20;6;79;87.00;30.00;5.00;89.00;149.00
C105S20;6;81;85.00;35.00;5.00;128.00;188.00
C105S20;6;84;70.00;58.00;5.00;29.00;89.00
C105S20;6;85;68.00;60.00;5.00;86.00;146.00
C105S20;7;19;15.00;80.00;5.00;13.00;73.00
C105S20;7;24;25.00;50.00;5.00;159.00;219.00
C105S20;7;36;5.00;45.00;5.00;91.00;151.00
C105S20;7;51;25.00;30.00;5.00;49.00;109.00
C105S20;7;83;72.00;55.00;5.00;105.00;165.00
C105S20;7;86;66.00;55.00;5.00;91.00;151.00
C105S20;7;98;58.00;75.00;5.00;60.00;120.00
C105S20;7;99;55.00;80.00;5.00;33.00;93.00
C105S20;8;3;42.00;66.00;5.00;133.00;193.00
C105S20;8;23;28.00;55.00;5.00;18.00;78.00
C105S20;8;24;25.00;50.00;5.00;30.00;90.00
C105S20;8;25;25.00;52.00;5.00;129.00;189.00
C105S20;8;36;5.00;45.00;5.00;62.00;122.00
C105S20;8;39;0.00;45.00;5.00;154.00;214.00
C105S20;8;70;95.00;30.00;5.00;116.00;176.00
C105S20;9;27;23.00;52.00;5.00;97.00;157.00
C105S20;9;43;33.00;35.00;5.00;52.00;112.00
C105S20;9;45;30.00;30.00;5.00;179.00;239.00
C105S20;9;80;85.00;25.00;5.00;173.00;233.00
C105S20;9;85;68.00;60.00;5.00;30.00;90.00
C105S20;9;89;63.00;58.00;5.00;56.00;116.00
C105S20;9;99;55.00;80.00;5.00;139.00;199.00
R101S10;0;4;55.00;20.00;5.00;85.00;145.00
R101S10;0;14;15.00;10.00;5.00;65.00;125.00
R101S10;0;23;55.00;5.00;5.00;10.00;70.00
R101S10;0;31;31.00;52.00;5.00;80.00;140.00
R101S10;0;38;5.00;5.00;5.00;21.00;81.00
R101S10;0;39;60.00;12.00;5.00;54.00;114.00
R101S10;0;41;42.00;7.00;5.00;40.00;100.00
R101S10;0;49;6.00;68.00;5.00;64.00;124.00
R101S10;0;55;63.00;23.00;5.00;114.00;174.00
R101S10;0;59;21.00;24.00;5.00;16.00;76.00
R101S10;0;69;37.00;47.00;5.00;45.00;105.00
R101S10;0;75;49.00;11.00;5.00;127.00;187.00
R101S10;0;80;56.00;37.00;5.00;66.00;126.00
R101S10;0;95;25.00;24.00;5.00;171.00;231.00
R101S10;1;5;15.00;30.00;5.00;144.00;204.00
R101S10;1;11;20.00;65.00;5.00;111.00;171.00
R101S10;1;18;20.00;40.00;5.00;108.00;168.00
R101S10;1;25;65.00;20.00;5.00;103.00;163.00
R101S10;1;29;64.00;42.00;5.00;88.00;148.00
R101S10;1;41;42.00;7.00;5.00;165.00;225.00
R101S10;1;43;23.00;3.00;5.00;47.00;107.00
R101S10;1;46;2.00;48.00;5.00;10.00;70.00
R101S10;1;53;37.00;31.00;5.00;76.00;136.00
R101S10;1;64;15.00;77.00;5.00;12.00;72.00
R101S10;1;65;62.00;77.00;5.00;175.00;235.00
R101S10;1;77;53.00;43.00;5.00;89.00;149.00
R101S10;1;84;11.00;31.00;5.00;131.00;191.00
R101S10;1;93;18.00;24.00;5.00;105.00;165.00
R101S10;1;94;26.00;27.00;5.00;145.00;205.00
R101S10;1;97;25.00;21.00;5.00;16.00;76.00
R101S10;1;100;18.00;18.00;5.00;145.00;205.00
R101S10;2;14;15.00;10.00;5.00;158.00;218.00
R101S10;2;16;10.00;20.00;5.00;47.00;107.00
R101S10;2;22;45.00;10.00;5.00;133.00;193.00
R101S10;2;27;35.00;40.00;5.00;145.00;205.00
R101S10;2;49;6.00;68.00;5.00;152.00;212.00
R101S10;2;58;36.00;26.00;5.00;119.00;179.00
R101S10;2;64;15.00;77.00;5.00;171.00;231.00
R101S10;2;71;57.00;68.00;5.00;114.00;174.00
R101S10;2;77;53.00;43.00;5.00;144.00;204.00
R101S10;2;81;55.00;54.00;5.00;84.00;144.00
R101S10;2;91;15.00;19.00;5.00;38.00;98.00
R101S10;2;95;25.00;24.00;5.00;64.00;124.00
R101S10;2;97;25.00;21.00;5.00;91.00;151.00
R101S10;2;99;20.00;26.00;5.00;151.00;211.00
R101S10;3;4;55.00;20.00;5.00;11.00;71.00
R101S10;3;6;25.00;30.00;5.00;98.00;158.00
R101S10;3;7;20.00;50.00;5.00;177.00;237.00
R101S10;3;8;10.00;43.00;5.00;122.00;182.00
R101S10;3;14;15.00;10.00;5.00;42.00;102.00
R101S10;3;26;45.00;30.00;5.00;94.00;154.00
R101S10;3;28;41.00;37.00;5.00;66.00;126.00
R101S10;3;37;20.00;20.00;5.00;57.00;117.00
R101S10;3;42;24.00;12.00;5.00;122.00;182.00
R101S10;3;43;23.00;3.00;5.00;101.00;161.00
R101S10;3;48;13.00;52.00;5.00;50.00;110.00
R101S10;3;50;47.00;47.00;5.00;95.00;155.00
R101S10;3;57;32.00;12.00;5.00;56.00;116.00
R101S10;3;58;36.00;26.00;5.00;104.00;164.00
R101S10;3;59;21.00;24.00;5.00;143.00;203.00
R101S10;3;77;53.00;43.00;5.00;98.00;158.00
R101S10;4;10;30.00;60.00;5.00;108.00;168.00
R101S10;4;26;45.00;30.00;5.00;103.00;163.00
R101S10;4;31;31.00;52.00;5.00;93.00;153.00
R101S10;4;42;24.00;12.00;5.00;156.00;216.00
R101S10;4;49;6.00;68.00;5.00;114.00;174.00
R101S10;4;52;27.00;43.00;5.00;179.00;239.00
R101S10;4;54;57.00;29.00;5.00;103.00;163.00
R101S10;4;60;17.00;34.00;5.00;171.00;231.00
R101S10;4;64;15.00;77.00;5.00;141.00;201.00
R101S10;4;65;62.00;77.00;5.00;162.00;222.00
R101S10;4;73;44.00;17.00;5.00;120.00;180.00
R101S10;4;74;46.00;13.00;5.00;53.00;113.00
R101S10;4;86;4.00;18.00;5.00;153.00;213.00
R101S10;4;93;18.00;24.00;5.00;65.00;125.00
R101S10;4;98;19.00;21.00;5.00;123.00;183.00
R101S10;5;1;41.00;49.00;5.00;125.00;185.00
R101S10;5;4;55.00;20.00;5.00;178.00;238.00
R101S10;5;12;50.00;35.00;5.00;40.00;100.00
R101S10;5;17;5.00;30.00;5.00;90.00;150.00
R101S10;5;30;40.00;60.00;5.00;129.00;189.00
R101S10;5;33;53.00;52.00;5.00;153.00;213.00
R101S10;5;42;24.00;12.00;5.00;109.00;169.00
R101S10;5;43;23.00;3.00;5.00;147.00;207.00
R101S10;5;49;6.00;68.00;5.00;116.00;176.00
R101S10;5;64;15.00;77.00;5.00;64.00;124.00
R101S10;5;74;46.00;13.00;5.00;66.00;126.00
R101S10;5;81;55.00;54.00;5.00;113.00;173.00
R101S10;5;82;15.00;47.00;5.00;47.00;107.00
R101S10;6;9;55.00;60.00;5.00;151.00;211.00
R101S10;6;19;15.00;60.00;5.00;65.00;125.00
R101S10;6;27;35.00;40.00;5.00;169.00;229.00
R101S10;6;36;2.00;60.00;5.00;12.00;72.00
R101S10;6;38;5.00;5.00;5.00;125.00;185.00
R101S10;6;39;60.00;12.00;5.00;64.00;124.00
R101S10;6;40;40.00;25.00;5.00;81.00;141.00
R101S10;6;46;2.00;48.00;5.00;61.00;121.00
R101S10;6;47;8.00;56.00;5.00;104.00;164.00
R101S10;6;48;13.00;52.00;5.00;14.00;74.00
R101S10;6;57;32.00;12.00;5.00;38.00;98.00
R101S10;6;60;17.00;34.00;5.00;50.00;110.00
R101S10;6;69;37.00;47.00;5.00;35.00;95.00
R101S10;6;71;57.00;68.00;5.00;83.00;143.00
R101S10;6;83;14.00;37.00;5.00;168.00;228.00
R101S10;6;93;18.00;24.00;5.00;138.00;198.00
R101S10;7;1;41.00;49.00;5.00;159.00;219.00
R101S10;7;13;30.00;25.00;5.00;19.00;79.00
R101S10;7;14;15.00;10.00;5.00;124.00;184.00
R101S10;7;19;15.00;60.00;5.00;77.00;137.00
R101S10;7;26;45.00;30.00;5.00;28.00;88.00
R101S10;7;27;35.00;40.00;5.00;86.00;146.00
R101S10;7;36;2.00;60.00;5.00;27.00;87.00
R101S10;7;53;37.00;31.00;5.00;59.00;119.00
R101S10;7;61;12.00;24.00;5.00;38.00;98.00
R101S10;7;62;24.00;58.00;5.00;74.00;134.00
R101S10;7;66;49.00;73.00;5.00;132.00;192.00
R101S10;7;75;49.00;11.00;5.00;120.00;180.00
R101S10;7;79;57.00;48.00;5.00;14.00;74.00
R101S10;7;81;55.00;54.00;5.00;65.00;125.00
R101S10;7;83;14.00;37.00;5.00;149.00;209.00
R101S10;7;99;20.00;26.00;5.00;25.00;85.00
R101S10;8;1;41.00;49.00;5.00;165.00;225.00
R101S10;8;10;30.00;60.00;5.00;138.00;198.00
R101S10;8;11;20.00;65.00;5.00;161.00;221.00
R101S10;8;12;50.00;35.00;5.00;54.00;114.00
R101S10;8;20;45.00;65.00;5.00;150.00;210.00
R101S10;8;27;35.00;40.00;5.00;123.00;183.00
R101S10;8;29;64.00;42.00;5.00;134.00;194.00
R101S10;8;50;47.00;47.00;5.00;25.00;85.00
R101S10;8;62;24.00;58.00;5.00;165.00;225.00
R101S10;8;66;49.00;73.00;5.00;126.00;186.00
R101S10;8;77;53.00;43.00;5.00;78.00;138.00
R101S10;8;79;57.00;48.00;5.00;83.00;143.00
R101S10;8;81;55.00;54.00;5.00;150.00;210.00
R101S10;8;87;28.00;18.00;5.00;101.00;161.00
R101S10;9;1;41.00;49.00;5.00;42.00;102.00
R101S10;9;10;30.00;60.00;5.00;148.00;208.00
R101S10;9;20;45.00;65.00;5.00;112.00;172.00
R101S10;9;21;45.00;20.00;5.00;174.00;234.00
R101S10;9;27;35.00;40.00;5.00;109.00;169.00
R101S10;9;29;64.00;42.00;5.00;148.00;208.00
R101S10;9;41;42.00;7.00;5.00;113.00;173.00
R101S10;9;42;24.00;12.00;5.00;158.00;218.00
R101S10;9;52;27.00;43.00;5.00;90.00;150.00
R101S10;9;63;27.00;69.00;5.00;143.00;203.00
R101S10;9;64;15.00;77.00;5.00;145.00;205.00
R101S10;9;68;56.00;39.00;5.00;59.00;119.00
R101S10;9;96;22.00;27.00;5.00;166.00;226.00
R101S15;0;3;55.00;45.00;5.00;35.00;95.00
R101S15;0;10;30.00;60.00;5.00;87.00;147.00
R101S15;0;12;50.00;35.00;5.00;163.00;223.00
R101S15;0;16;10.00;20.00;5.00;13.00;73.00
R101S15;0;30;40.00;60.00;5.00;138.00;198.00
R101S15;0;32;35.00;69.00;5.00;20.00;80.00
R101S15;0;35;63.00;65.00;5.00;149.00;209.00
R101S15;0;49;6.00;68.00;5.00;161.00;221.00
R101S15;0;70;37.00;56.00;5.00;52.00;112.00
R101S15;0;95;25.00;24.00;5.00;127.00;187.00
R101S15;1;2;35.00;17.00;5.00;88.00;148.00
R101S15;1;6;25.00;30.00;5.00;165.00;225.00
R101S15;1;9;55.00;60.00;5.00;175.00;235.00
R101S15;1;15;30.00;5.00;5.00;48.00;108.00
R101S15;1;16;10.00;20.00;5.00;97.00;157.00
R101S15;1;20;45.00;65.00;5.00;125.00;185.00
R101S15;1;30;40.00;60.00;5.00;95.00;155.00
R101S15;1;31;31.00;52.00;5.00;126.00;186.00
R101S15;1;36;2.00;60.00;5.00;179.00;239.00
R101S15;1;60;17.00;34.00;5.00;73.00;133.00
R101S15;1;66;49.00;73.00;5.00;160.00;220.00
R101S15;1;67;67.00;5.00;5.00;92.00;152.00
R101S15;1;85;16.00;22.00;5.00;143.00;203.00
R101S15;1;95;25.00;24.00;5.00;107.00;167.00
R101S15;1;98;19.00;21.00;5.00;59.00;119.00
R101S15;2;3;55.00;45.00;5.00;78.00;138.00
R101S15;2;5;15.00;30.00;5.00;10.00;70.00
R101S15;2;16;10.00;20.00;5.00;19.00;79.00
R101S15;2;25;65.00;20.00;5.00;70.00;130.00
R101S15;2;37;20.00;20.00;5.00;141.00;201.00
R101S15;2;44;11.00;14.00;5.00;129.00;189.00
R101S15;2;49;6.00;68.00;5.00;118.00;178.00
R101S15;2;70;37.00;56.00;5.00;160.00;220.00
R101S15;2;76;49.00;42.00;5.00;119.00;179.00
R101S15;2;83;14.00;37.00;5.00;64.00;124.00
R101S15;2;92;22.00;22.00;5.00;164.00;224.00
R101S15;3;1;41.00;49.00;5.00;122.00;182.00
R101S15;3;9;55.00;60.00;5.00;76.00;136.00
R101S15;3;37;20.00;20.00;5.00;179.00;239.00
R101S15;3;45;6.00;38.00;5.00;150.00;210.00
R101S15;3;66;49.00;73.00;5.00;111.00;171.00
R101S15;3;75;49.00;11.00;5.00;139.00;199.00
R101S15;3;81;55.00;54.00;5.00;153.00;213.00
R101S15;4;4;55.00;20.00;5.00;98.00;158.00
R101S15;4;6;25.00;30.00;5.00;117.00;177.00
R101S15;4;15;30.00;5.00;5.00;96.00;156.00
R101S15;4;28;41.00;37.00;5.00;119.00;179.00
R101S15;4;38;5.00;5.00;5.00;81.00;141.00
R101S15;4;40;40.00;25.00;5.00;174.00;234.00
R101S15;4;46;2.00;48.00;5.00;45.00;105.00
R101S15;4;55;63.00;23.00;5.00;154.00;214.00
R101S15;4;86;4.00;18.00;5.00;146.00;206.00
R101S15;4;92;22.00;22.00;5.00;156.00;216.00
R101S15;5;2;35.00;17.00;5.00;168.00;228.00
R101S15;5;12;50.00;35.00;5.00;138.00;198.00
R101S15;5;14;15.00;10.00;5.00;11.00;71.00
R101S15;5;16;10.00;20.00;5.00;101.00;161.00
R101S15;5;33;53.00;52.00;5.00;77.00;137.00
R101S15;5;34;65.00;55.00;5.00;61.00;121.00
R101S15;5;36;2.00;60.00;5.00;35.00;95.00
R101S15;5;39;60.00;12.00;5.00;177.00;237.00
R101S15;5;47;8.00;56.00;5.00;57.00;117.00
R101S15;5;60;17.00;34.00;5.00;173.00;233.00
R101S15;5;70;37.00;56.00;5.00;69.00;129.00
R101S15;5;82;15.00;47.00;5.00;68.00;128.00
R101S15;5;88;26.00;52.00;5.00;104.00;164.00
R101S15;6;3;55.00;45.00;5.00;103.00;163.00
R101S15;6;4;55.00;20.00;5.00;15.00;75.00
R101S15;6;13;30.00;25.00;5.00;164.00;224.00
R101S15;6;25;65.00;20.00;5.00;90.00;150.00
R101S15;6;27;35.00;40.00;5.00;121.00;181.00
R101S15;6;44;11.00;14.00;5.00;35.00;95.00
R101S15;6;56;53.00;12.00;5.00;29.00;89.00
R101S15;6;57;32.00;12.00;5.00;17.00;77.00
R101S15;6;70;37.00;56.00;5.00;19.00;79.00
R101S15;6;85;16.00;22.00;5.00;114.00;174.00
R101S15;6;99;20.00;26.00;5.00;116.00;176.00
R101S15;7;1;41.00;49.00;5.00;44.00;104.00
R101S15;7;4;55.00;20.00;5.00;123.00;183.00
R101S15;7;49;6.00;68.00;5.00;21.00;81.00
R101S15;7;68;56.00;39.00;5.00;161.00;221.00
R101S15;7;76;49.00;42.00;5.00;70.00;130.00
R101S15;7;79;57.00;48.00;5.00;26.00;86.00
R101S15;7;89;26.00;35.00;5.00;93.00;153.00
R101S15;7;92;22.00;22.00;5.00;59.00;119.00
R101S15;7;98;19.00;21.00;5.00;14.00;74.00
R101S15;8;3;55.00;45.00;5.00;174.00;234.00
R101S15;8;5;15.00;30.00;5.00;113.00;173.00
R101S15;8;19;15.00;60.00;5.00;170.00;230.00
R101S15;8;20;45.00;65.00;5.00;89.00;149.00
R101S15;8;24;65.00;35.00;5.00;59.00;119.00
R101S15;8;39;60.00;12.00;5.00;71.00;131.00
R101S15;8;60;17.00;34.00;5.00;60.00;120.00
R101S15;8;71;57.00;68.00;5.00;116.00;176.00
R101S15;8;76;49.00;42.00;5.00;50.00;110.00
R101S15;8;88;26.00;52.00;5.00;53.00;113.00
R101S15;9;6;25.00;30.00;5.00;20.00;80.00
R101S15;9;14;15.00;10.00;5.00;132.00;192.00
R101S15;9;36;2.00;60.00;5.00;47.00;107.00
R101S15;9;42;24.00;12.00;5.00;29.00;89.00
R101S15;9;44;11.00;14.00;5.00;143.00;203.00
R101S15;9;55;63.00;23.00;5.00;93.00;153.00
R101S15;9;66;49.00;73.00;5.00;145.00;205.00
R101S15;9;77;53.00;43.00;5.00;170.00;230.00
R101S15;9;89;26.00;35.00;5.00;157.00;217.00
R101S20;0;8;10.00;43.00;5.00;92.00;152.00
R101S20;0;26;45.00;30.00;5.00;173.00;233.00
R101S20;0;44;11.00;14.00;5.00;133.00;193.00
R101S20;0;61;12.00;24.00;5.00;136.00;196.00
R101S20;0;93;18.00;24.00;5.00;52.00;112.00
R101S20;0;95;25.00;24.00;5.00;47.00;107.00
R101S20;1;1;41.00;49.00;5.00;62.00;122.00
R101S20;1;5;15.00;30.00;5.00;50.00;110.00
R101S20;1;10;30.00;60.00;5.00;72.00;132.00
R101S20;1;29;64.00;42.00;5.00;111.00;171.00
R101S20;1;43;23.00;3.00;5.00;37.00;97.00
R101S20;1;82;15.00;47.00;5.00;34.00;94.00
R101S20;1;86;4.00;18.00;5.00;23.00;83.00
R101S20;1;92;22.00;22.00;5.00;93.00;153.00
R101S20;2;8;10.00;43.00;5.00;51.00;111.00
R101S20;2;11;20.00;65.00;5.00;31.00;91.00
R101S20;2;33;53.00;52.00;5.00;58.00;118.00
R101S20;2;38;5.00;5.00;5.00;69.00;129.00
R101S20;2;58;36.00;26.00;5.00;141.00;201.00
R101S20;2;66;49.00;73.00;5.00;95.00;155.00
R101S20;2;73;44.00;17.00;5.00;117.00;177.00
R101S20;2;87;28.00;18.00;5.00;54.00;114.00
R101S20;2;90;31.00;67.00;5.00;58.00;118.00
R101S20;3;14;15.00;10.00;5.00;165.00;225.00
R101S20;3;27;35.00;40.00;5.00;98.00;158.00
R101S20;3;35;63.00;65.00;5.00;122.00;182.00
R101S20;3;44;11.00;14.00;5.00;28.00;88.00
R101S20;3;71;57.00;68.00;5.00;75.00;135.00
R101S20;3;76;49.00;42.00;5.00;175.00;235.00
R101S20;4;11;20.00;65.00;5.00;30.00;90.00
R101S20;4;57;32.00;12.00;5.00;53.00;113.00
R101S20;4;58;36.00;26.00;5.00;176.00;236.00
R101S20;4;63;27.00;69.00;5.00;40.00;100.00
R101S20;4;82;15.00;47.00;5.00;98.00;158.00
R101S20;4;90;31.00;67.00;5.00;89.00;149.00
R101S20;4;99;20.00;26.00;5.00;147.00;207.00
R101S20;5;10;30.00;60.00;5.00;86.00;146.00
R101S20;5;15;30.00;5.00;5.00;45.00;105.00
R101S20;5;58;36.00;26.00;5.00;131.00;191.00
R101S20;5;76;49.00;42.00;5.00;50.00;110.00
R101S20;5;84;11.00;31.00;5.00;127.00;187.00
R101S20;5;86;4.00;18.00;5.00;133.00;193.00
R101S20;5;99;20.00;26.00;5.00;170.00;230.00
R101S20;6;11;20.00;65.00;5.00;163.00;223.00
R101S20;6;33;53.00;52.00;5.00;27.00;87.00
R101S20;6;58;36.00;26.00;5.00;72.00;132.00
R101S20;6;61;12.00;24.00;5.00;10.00;70.00
R101S20;6;95;25.00;24.00;5.00;130.00;190.00
R101S20;7;17;5.00;30.00;5.00;152.00;212.00
R101S20;7;27;35.00;40.00;5.00;102.00;162.00
R101S20;7;61;12.00;24.00;5.00;10.00;70.00
R101S20;7;81;55.00;54.00;5.00;15.00;75.00
R101S20;7;83;14.00;37.00;5.00;170.00;230.00
R101S20;7;93;18.00;24.00;5.00;119.00;179.00
R101S20;8;6;25.00;30.00;5.00;104.00;164.00
R101S20;8;10;30.00;60.00;5.00;63.00;123.00
R101S20;8;67;67.00;5.00;5.00;155.00;215.00
R101S20;8;81;55.00;54.00;5.00;174.00;234.00
R101S20;8;84;11.00;31.00;5.00;158.00;218.00
R101S20;8;93;18.00;24.00;5.00;27.00;87.00
R101S20;9;9;55.00;60.00;5.00;171.00;231.00
R101S20;9;14;15.00;10.00;5.00;28.00;88.00
R101S20;9;35;63.00;65.00;5.00;156.00;216.00
R101S20;9;39;60.00;12.00;5.00;98.00;158.00
R101S20;9;43;23.00;3.00;5.00;43.00;103.00
R101S20;9;65;62.00;77.00;5.00;21.00;81.00
R101S20;9;93;18.00;24.00;5.00;64.00;124.00
R101S20;9;96;22.00;27.00;5.00;171.00;231.00
R102S10;0;3;55.00;45.00;5.00;135.00;195.00
R102S10;0;7;20.00;50.00;5.00;40.00;100.00
R102S10;0;8;10.00;43.00;5.00;44.00;104.00
R102S10;0;13;30.00;25.00;5.00;24.00;84.00
R102S10;0;16;10.00;20.00;5.00;51.00;111.00
R102S10;0;18;20.00;40.00;5.00;20.00;80.00
R102S10;0;42;24.00;12.00;5.00;23.00;83.00
R102S10;0;46;2.00;48.00;5.00;15.00;75.00
R102S10;0;52;27.00;43.00;5.00;174.00;234.00
R102S10;0;58;36.00;26.00;5.00;164.00;224.00
R102S10;0;69;37.00;47.00;5.00;154.00;214.00
R102S10;0;78;61.00;52.00;5.00;20.00;80.00
R102S10;0;87;28.00;18.00;5.00;63.00;123.00
R102S10;0;100;18.00;18.00;5.00;37.00;97.00
R102S10;1;3;55.00;45.00;5.00;82.00;142.00
R102S10;1;6;25.00;30.00;5.00;69.00;129.00
R102S10;1;9;55.00;60.00;5.00;46.00;106.00
R102S10;1;15;30.00;5.00;5.00;162.00;222.00
R102S10;1;18;20.00;40.00;5.00;160.00;220.00
R102S10;1;33;53.00;52.00;5.00;123.00;183.00
R102S10;1;36;2.00;60.00;5.00;139.00;199.00
R102S10;1;42;24.00;12.00;5.00;10.00;70.00
R102S10;1;44;11.00;14.00;5.00;49.00;109.00
R102S10;1;60;17.00;34.00;5.00;178.00;238.00
R102S10;1;63;27.00;69.00;5.00;173.00;233.00
R102S10;1;65;62.00;77.00;5.00;52.00;112.00
R102S10;1;66;49.00;73.00;5.00;57.00;117.00
R102S10;1;74;46.00;13.00;5.00;23.00;83.00
R102S10;1;94;26.00;27.00;5.00;42.00;102.00
R102S10;2;10;30.00;60.00;5.00;89.00;149.00
R102S10;2;11;20.00;65.00;5.00;146.00;206.00
R102S10;2;19;15.00;60.00;5.00;138.00;198.00
R102S10;2;23;55.00;5.00;5.00;10.00;70.00
R102S10;2;26;45.00;30.00;5.00;93.00;153.00
R102S10;2;30;40.00;60.00;5.00;167.00;227.00
R102S10;2;31;31.00;52.00;5.00;33.00;93.00
R102S10;2;36;2.00;60.00;5.00;103.00;163.00
R102S10;2;42;24.00;12.00;5.00;167.00;227.00
R102S10;2;44;11.00;14.00;5.00;111.00;171.00
R102S10;2;46;2.00;48.00;5.00;154.00;214.00
R102S10;2;52;27.00;43.00;5.00;174.00;234.00
R102S10;2;55;63.00;23.00;5.00;34.00;94.00
R102S10;2;72;47.00;16.00;5.00;63.00;123.00
R102S10;2;84;11.00;31.00;5.00;45.00;105.00
R102S10;2;94;26.00;27.00;5.00;122.00;182.00
R102S10;2;96;22.00;27.00;5.00;99.00;159.00
R102S10;3;1;41.00;49.00;5.00;106.00;166.00
R102S10;3;6;25.00;30.00;5.00;58.00;118.00
R102S10;3;7;20.00;50.00;5.00;131.00;191.00
R102S10;3;11;20.00;65.00;5.00;94.00;154.00
R102S10;3;13;30.00;25.00;5.00;68.00;128.00
R102S10;3;24;65.00;35.00;5.00;178.00;238.00
